# File: A44.india_state_subregional_income_share.csv
# Title: Subregional income share
# Units: Share
# Source: Same as pop share
# Column types: ccnn
# ----------
region,gcam.consumer,inc.year.fillout,subregional.income.share
OD,comm,2055,1
PB,comm,2055,1
PC,comm,2055,1
RJ,comm,2055,1
SK,comm,2055,1
TN,comm,2055,1
TR,comm,2055,1
TS,comm,2055,1
UK,comm,2055,1
UP,comm,2055,1
WB,comm,2055,1
AN,comm,2060,1
AP,comm,2060,1
AR,comm,2060,1
AS,comm,2060,1
BR,comm,2060,1
CG,comm,2060,1
CH,comm,2060,1
DD,comm,2060,1
DL,comm,2060,1
DN,comm,2060,1
GA,comm,2060,1
GJ,comm,2060,1
HP,comm,2060,1
HR,comm,2060,1
JH,comm,2060,1
JK,comm,2060,1
KA,comm,2060,1
KL,comm,2060,1
LA,comm,2060,1
LD,comm,2060,1
MH,comm,2060,1
ML,comm,2060,1
MN,comm,2060,1
MP,comm,2060,1
MZ,comm,2060,1
NL,comm,2060,1
OD,comm,2060,1
PB,comm,2060,1
PC,comm,2060,1
RJ,comm,2060,1
SK,comm,2060,1
TN,comm,2060,1
TR,comm,2060,1
TS,comm,2060,1
UK,comm,2060,1
UP,comm,2060,1
WB,comm,2060,1
AN,comm,2065,1
AP,comm,2065,1
AR,comm,2065,1
AS,comm,2065,1
BR,comm,2065,1
CG,comm,2065,1
CH,comm,2065,1
DD,comm,2065,1
DL,comm,2065,1
DN,comm,2065,1
GA,comm,2065,1
GJ,comm,2065,1
HP,comm,2065,1
HR,comm,2065,1
JH,comm,2065,1
JK,comm,2065,1
KA,comm,2065,1
KL,comm,2065,1
LA,comm,2065,1
LD,comm,2065,1
MH,comm,2065,1
ML,comm,2065,1
MN,comm,2065,1
MP,comm,2065,1
MZ,comm,2065,1
NL,comm,2065,1
OD,comm,2065,1
PB,comm,2065,1
PC,comm,2065,1
RJ,comm,2065,1
SK,comm,2065,1
TN,comm,2065,1
TR,comm,2065,1
TS,comm,2065,1
UK,comm,2065,1
UP,comm,2065,1
WB,comm,2065,1
AN,comm,2070,1
AP,comm,2070,1
AR,comm,2070,1
AS,comm,2070,1
BR,comm,2070,1
CG,comm,2070,1
CH,comm,2070,1
DD,comm,2070,1
DL,comm,2070,1
DN,comm,2070,1
GA,comm,2070,1
GJ,comm,2070,1
HP,comm,2070,1
HR,comm,2070,1
JH,comm,2070,1
JK,comm,2070,1
KA,comm,2070,1
KL,comm,2070,1
LA,comm,2070,1
LD,comm,2070,1
MH,comm,2070,1
ML,comm,2070,1
MN,comm,2070,1
MP,comm,2070,1
MZ,comm,2070,1
NL,comm,2070,1
OD,comm,2070,1
PB,comm,2070,1
PC,comm,2070,1
RJ,comm,2070,1
SK,comm,2070,1
TN,comm,2070,1
TR,comm,2070,1
TS,comm,2070,1
UK,comm,2070,1
UP,comm,2070,1
WB,comm,2070,1
AN,comm,2075,1
AP,comm,2075,1
AR,comm,2075,1
AS,comm,2075,1
BR,comm,2075,1
CG,comm,2075,1
CH,comm,2075,1
DD,comm,2075,1
DL,comm,2075,1
DN,comm,2075,1
GA,comm,2075,1
GJ,comm,2075,1
HP,comm,2075,1
HR,comm,2075,1
JH,comm,2075,1
JK,comm,2075,1
KA,comm,2075,1
KL,comm,2075,1
LA,comm,2075,1
LD,comm,2075,1
MH,comm,2075,1
ML,comm,2075,1
MN,comm,2075,1
MP,comm,2075,1
MZ,comm,2075,1
NL,comm,2075,1
OD,comm,2075,1
PB,comm,2075,1
PC,comm,2075,1
RJ,comm,2075,1
SK,comm,2075,1
TN,comm,2075,1
TR,comm,2075,1
TS,comm,2075,1
UK,comm,2075,1
UP,comm,2075,1
WB,comm,2075,1
AN,comm,2080,1
AP,comm,2080,1
AR,comm,2080,1
AS,comm,2080,1
BR,comm,2080,1
CG,comm,2080,1
CH,comm,2080,1
DD,comm,2080,1
DL,comm,2080,1
DN,comm,2080,1
GA,comm,2080,1
GJ,comm,2080,1
HP,comm,2080,1
HR,comm,2080,1
JH,comm,2080,1
JK,comm,2080,1
KA,comm,2080,1
KL,comm,2080,1
LA,comm,2080,1
LD,comm,2080,1
MH,comm,2080,1
ML,comm,2080,1
MN,comm,2080,1
MP,comm,2080,1
MZ,comm,2080,1
NL,comm,2080,1
OD,comm,2080,1
PB,comm,2080,1
PC,comm,2080,1
RJ,comm,2080,1
SK,comm,2080,1
TN,comm,2080,1
TR,comm,2080,1
TS,comm,2080,1
UK,comm,2080,1
UP,comm,2080,1
WB,comm,2080,1
AN,comm,2085,1
AP,comm,2085,1
AR,comm,2085,1
AS,comm,2085,1
BR,comm,2085,1
CG,comm,2085,1
CH,comm,2085,1
DD,comm,2085,1
DL,comm,2085,1
DN,comm,2085,1
GA,comm,2085,1
GJ,comm,2085,1
HP,comm,2085,1
HR,comm,2085,1
JH,comm,2085,1
JK,comm,2085,1
KA,comm,2085,1
KL,comm,2085,1
LA,comm,2085,1
LD,comm,2085,1
MH,comm,2085,1
ML,comm,2085,1
MN,comm,2085,1
MP,comm,2085,1
MZ,comm,2085,1
NL,comm,2085,1
OD,comm,2085,1
PB,comm,2085,1
PC,comm,2085,1
RJ,comm,2085,1
SK,comm,2085,1
TN,comm,2085,1
TR,comm,2085,1
TS,comm,2085,1
UK,comm,2085,1
UP,comm,2085,1
WB,comm,2085,1
AN,comm,2090,1
AP,comm,2090,1
AR,comm,2090,1
AS,comm,2090,1
BR,comm,2090,1
CG,comm,2090,1
CH,comm,2090,1
DD,comm,2090,1
DL,comm,2090,1
DN,comm,2090,1
GA,comm,2090,1
GJ,comm,2090,1
HP,comm,2090,1
HR,comm,2090,1
JH,comm,2090,1
JK,comm,2090,1
KA,comm,2090,1
KL,comm,2090,1
LA,comm,2090,1
LD,comm,2090,1
MH,comm,2090,1
ML,comm,2090,1
MN,comm,2090,1
MP,comm,2090,1
MZ,comm,2090,1
NL,comm,2090,1
OD,comm,2090,1
PB,comm,2090,1
PC,comm,2090,1
RJ,comm,2090,1
SK,comm,2090,1
TN,comm,2090,1
TR,comm,2090,1
TS,comm,2090,1
UK,comm,2090,1
UP,comm,2090,1
WB,comm,2090,1
AN,comm,2095,1
AP,comm,2095,1
AR,comm,2095,1
AS,comm,2095,1
BR,comm,2095,1
CG,comm,2095,1
CH,comm,2095,1
DD,comm,2095,1
DL,comm,2095,1
DN,comm,2095,1
GA,comm,2095,1
GJ,comm,2095,1
HP,comm,2095,1
HR,comm,2095,1
JH,comm,2095,1
JK,comm,2095,1
KA,comm,2095,1
KL,comm,2095,1
LA,comm,2095,1
LD,comm,2095,1
MH,comm,2095,1
ML,comm,2095,1
MN,comm,2095,1
MP,comm,2095,1
MZ,comm,2095,1
NL,comm,2095,1
OD,comm,2095,1
PB,comm,2095,1
PC,comm,2095,1
RJ,comm,2095,1
SK,comm,2095,1
TN,comm,2095,1
TR,comm,2095,1
TS,comm,2095,1
UK,comm,2095,1
UP,comm,2095,1
WB,comm,2095,1
AN,comm,2100,1
AP,comm,2100,1
AR,comm,2100,1
AS,comm,2100,1
BR,comm,2100,1
CG,comm,2100,1
CH,comm,2100,1
DD,comm,2100,1
DL,comm,2100,1
DN,comm,2100,1
GA,comm,2100,1
GJ,comm,2100,1
HP,comm,2100,1
HR,comm,2100,1
JH,comm,2100,1
JK,comm,2100,1
KA,comm,2100,1
KL,comm,2100,1
LA,comm,2100,1
LD,comm,2100,1
MH,comm,2100,1
ML,comm,2100,1
MN,comm,2100,1
MP,comm,2100,1
MZ,comm,2100,1
NL,comm,2100,1
OD,comm,2100,1
PB,comm,2100,1
PC,comm,2100,1
RJ,comm,2100,1
SK,comm,2100,1
TN,comm,2100,1
TR,comm,2100,1
TS,comm,2100,1
UK,comm,2100,1
UP,comm,2100,1
WB,comm,2100,1
AN,resid rural,1975,0.43
AP,resid rural,1975,0.36
AR,resid rural,1975,0.31
AS,resid rural,1975,0.32
BR,resid rural,1975,0.34
CG,resid rural,1975,0.24
CH,resid rural,1975,0.19
DD,resid rural,1975,0.26
DL,resid rural,1975,0.43
DN,resid rural,1975,0.27
GA,resid rural,1975,0.43
GJ,resid rural,1975,0.38
HP,resid rural,1975,0.34
HR,resid rural,1975,0.33
JH,resid rural,1975,0.36
JK,resid rural,1975,0.3
KA,resid rural,1975,0.52
KL,resid rural,1975,0.35
LA,resid rural,1975,0.25
LD,resid rural,1975,0.27
MH,resid rural,1975,0.44
ML,resid rural,1975,0.38
MN,resid rural,1975,0.29
MP,resid rural,1975,0.33
MZ,resid rural,1975,0.26
NL,resid rural,1975,0.26
OD,resid rural,1975,0.49
PB,resid rural,1975,0.36
PC,resid rural,1975,0.43
RJ,resid rural,1975,0.44
SK,resid rural,1975,0.43
TN,resid rural,1975,0.35754
TR,resid rural,1975,0.33
TS,resid rural,1975,0.43
UK,resid rural,1975,0.3
UP,resid rural,1975,0.35
WB,resid rural,1975,0.23
AN,resid rural,1990,0.43
AP,resid rural,1990,0.35754
AR,resid rural,1990,0.3148
AS,resid rural,1990,0.32352
BR,resid rural,1990,0.33634
CG,resid rural,1990,0.24
CH,resid rural,1990,0.19
DD,resid rural,1990,0.26
DL,resid rural,1990,0.43
DN,resid rural,1990,0.27
GA,resid rural,1990,0.43
GJ,resid rural,1990,0.38
HP,resid rural,1990,0.34
HR,resid rural,1990,0.33
JH,resid rural,1990,0.36
JK,resid rural,1990,0.3
KA,resid rural,1990,0.52
KL,resid rural,1990,0.35
LA,resid rural,1990,0.25
LD,resid rural,1990,0.27
MH,resid rural,1990,0.44
ML,resid rural,1990,0.38
MN,resid rural,1990,0.29
MP,resid rural,1990,0.33
MZ,resid rural,1990,0.26
NL,resid rural,1990,0.26
OD,resid rural,1990,0.49
PB,resid rural,1990,0.36
PC,resid rural,1990,0.43
RJ,resid rural,1990,0.44
SK,resid rural,1990,0.43
TN,resid rural,1990,0.35754
TR,resid rural,1990,0.33
TS,resid rural,1990,0.43
UK,resid rural,1990,0.3
UP,resid rural,1990,0.35
WB,resid rural,1990,0.23
AN,resid rural,2005,0.43
AP,resid rural,2005,0.35754
AR,resid rural,2005,0.3148
AS,resid rural,2005,0.32352
BR,resid rural,2005,0.33634
CG,resid rural,2005,0.24
CH,resid rural,2005,0.19
DD,resid rural,2005,0.26
DL,resid rural,2005,0.43
DN,resid rural,2005,0.27
GA,resid rural,2005,0.43
GJ,resid rural,2005,0.38
HP,resid rural,2005,0.34
HR,resid rural,2005,0.33
JH,resid rural,2005,0.36
JK,resid rural,2005,0.3
KA,resid rural,2005,0.52
KL,resid rural,2005,0.35
LA,resid rural,2005,0.25
LD,resid rural,2005,0.27
MH,resid rural,2005,0.44
ML,resid rural,2005,0.38
MN,resid rural,2005,0.29
MP,resid rural,2005,0.33
MZ,resid rural,2005,0.26
NL,resid rural,2005,0.26
OD,resid rural,2005,0.49
PB,resid rural,2005,0.36
PC,resid rural,2005,0.43
RJ,resid rural,2005,0.44
SK,resid rural,2005,0.43
TN,resid rural,2005,0.35754
TR,resid rural,2005,0.33
TS,resid rural,2005,0.43
UK,resid rural,2005,0.3
UP,resid rural,2005,0.35
WB,resid rural,2005,0.23
AN,resid rural,2010,0.36888242
AP,resid rural,2010,0.409022921
AR,resid rural,2010,0.35577131
AS,resid rural,2010,0.364968267
BR,resid rural,2010,0.377093256
CG,resid rural,2010,0.282748825
CH,resid rural,2010,0.009150943
DD,resid rural,2010,0.242984551
DL,resid rural,2010,0.012547171
DN,resid rural,2010,0.25652626
GA,resid rural,2010,0.483921851
GJ,resid rural,2010,0.433948187
HP,resid rural,2010,0.391752899
HR,resid rural,2010,0.371876492
JH,resid rural,2010,0.349183834
JK,resid rural,2010,0.48086645
KA,resid rural,2010,0.414923776
KL,resid rural,2010,0.588384982
LA,resid rural,2010,0.466439373
LD,resid rural,2010,0.460863459
MH,resid rural,2010,0.3815135
ML,resid rural,2010,0.327161304
MN,resid rural,2010,0.503143406
MP,resid rural,2010,0.386427143
MZ,resid rural,2010,0.435349466
NL,resid rural,2010,0.30479148
OD,resid rural,2010,0.276956104
PB,resid rural,2010,0.539294784
PC,resid rural,2010,0.309200937
RJ,resid rural,2010,0.399558951
SK,resid rural,2010,0.457846263
TN,resid rural,2010,0.478556557
TR,resid rural,2010,0.496340571
TS,resid rural,2010,0.404232186
UK,resid rural,2010,0.398997625
UP,resid rural,2010,0.364191959
WB,resid rural,2010,0.345331958
AN,resid rural,2015,0.363395621
AP,resid rural,2015,0.38950833
AR,resid rural,2015,0.35152546
AS,resid rural,2015,0.366705321
BR,resid rural,2015,0.394287309
CG,resid rural,2015,0.284032071
CH,resid rural,2015,0.009173532
DD,resid rural,2015,0.226928755
DL,resid rural,2015,0.011604893
DN,resid rural,2015,0.238354492
GA,resid rural,2015,0.452236994
GJ,resid rural,2015,0.412656829
HP,resid rural,2015,0.399179523
HR,resid rural,2015,0.356795208
JH,resid rural,2015,0.335922242
JK,resid rural,2015,0.46650206
KA,resid rural,2015,0.393749909
KL,resid rural,2015,0.550405814
LA,resid rural,2015,0.454163497
LD,resid rural,2015,0.448734747
MH,resid rural,2015,0.356331708
ML,resid rural,2015,0.337449384
MN,resid rural,2015,0.473974177
MP,resid rural,2015,0.380170122
MZ,resid rural,2015,0.409998364
NL,resid rural,2015,0.295712793
OD,resid rural,2015,0.278252497
PB,resid rural,2015,0.520855514
PC,resid rural,2015,0.289435273
RJ,resid rural,2015,0.394285007
SK,resid rural,2015,0.47516765
TN,resid rural,2015,0.456301088
TR,resid rural,2015,0.46789019
TS,resid rural,2015,0.389053619
UK,resid rural,2015,0.382546582
UP,resid rural,2015,0.366020566
WB,resid rural,2015,0.331572445
AN,resid rural,2020,0.357757901
AP,resid rural,2020,0.369397783
AR,resid rural,2020,0.346913767
AS,resid rural,2020,0.368190343
BR,resid rural,2020,0.411716915
CG,resid rural,2020,0.285049176
CH,resid rural,2020,0.009192201
DD,resid rural,2020,0.210514456
DL,resid rural,2020,0.010663407
DN,resid rural,2020,0.219646828
GA,resid rural,2020,0.418135662
GJ,resid rural,2020,0.390667636
HP,resid rural,2020,0.406492587
HR,resid rural,2020,0.341292519
JH,resid rural,2020,0.322064637
JK,resid rural,2020,0.45174082
KA,resid rural,2020,0.372086736
KL,resid rural,2020,0.508461943
LA,resid rural,2020,0.441678477
LD,resid rural,2020,0.436183242
MH,resid rural,2020,0.330643883
ML,resid rural,2020,0.347848849
MN,resid rural,2020,0.443670608
MP,resid rural,2020,0.373642739
MZ,resid rural,2020,0.383462957
NL,resid rural,2020,0.286135381
OD,resid rural,2020,0.279221839
PB,resid rural,2020,0.5015569
PC,resid rural,2020,0.269061974
RJ,resid rural,2020,0.388759581
SK,resid rural,2020,0.492469436
TN,resid rural,2020,0.433110467
TR,resid rural,2020,0.438318561
TS,resid rural,2020,0.373590699
UK,resid rural,2020,0.365588774
UP,resid rural,2020,0.367686825
WB,resid rural,2020,0.317311236
AN,resid rural,2025,0.351941102
AP,resid rural,2025,0.348637764
AR,resid rural,2025,0.341933634
AS,resid rural,2025,0.369396022
BR,resid rural,2025,0.429342667
CG,resid rural,2025,0.285763279
CH,resid rural,2025,0.009206831
DD,resid rural,2025,0.193699112
DL,resid rural,2025,0.009722732
DN,resid rural,2025,0.200358703
GA,resid rural,2025,0.381355809
GJ,resid rural,2025,0.367938842
HP,resid rural,2025,0.413688241
HR,resid rural,2025,0.325332562
JH,resid rural,2025,0.30756421
JK,resid rural,2025,0.436579448
KA,resid rural,2025,0.349934334
KL,resid rural,2025,0.46205022
LA,resid rural,2025,0.428974372
LD,resid rural,2025,0.423190395
MH,resid rural,2025,0.304465248
ML,resid rural,2025,0.358353356
MN,resid rural,2025,0.412259413
MP,resid rural,2025,0.366827117
MZ,resid rural,2025,0.355695721
NL,resid rural,2025,0.275998843
OD,resid rural,2025,0.27977606
PB,resid rural,2025,0.481346444
PC,resid rural,2025,0.248058111
RJ,resid rural,2025,0.382954068
SK,resid rural,2025,0.509708994
TN,resid rural,2025,0.40892934
TR,resid rural,2025,0.407623887
TS,resid rural,2025,0.357831584
UK,resid rural,2025,0.348107881
UP,resid rural,2025,0.36918586
WB,resid rural,2025,0.302513657
AN,resid rural,2030,0.345951479
AP,resid rural,2030,0.327188393
AR,resid rural,2030,0.336547905
AS,resid rural,2030,0.370281447
BR,resid rural,2030,0.447130464
CG,resid rural,2030,0.286150722
CH,resid rural,2030,0.009213484
DD,resid rural,2030,0.176500275
DL,resid rural,2030,0.008777811
DN,resid rural,2030,0.180461652
GA,resid rural,2030,0.341645757
GJ,resid rural,2030,0.344444348
HP,resid rural,2030,0.420741373
HR,resid rural,2030,0.308894236
JH,resid rural,2030,0.292331939
JK,resid rural,2030,0.420996381
KA,resid rural,2030,0.327300295
KL,resid rural,2030,0.410595195
LA,resid rural,2030,0.41606289
LD,resid rural,2030,0.409749604
MH,resid rural,2030,0.277843724
ML,resid rural,2030,0.368929384
MN,resid rural,2030,0.379754507
MP,resid rural,2030,0.359696866
MZ,resid rural,2030,0.326622598
NL,resid rural,2030,0.265255043
OD,resid rural,2030,0.279888195
PB,resid rural,2030,0.460158997
PC,resid rural,2030,0.226398839
RJ,resid rural,2030,0.376832659
SK,resid rural,2030,0.526838675
TN,resid rural,2030,0.383716553
TR,resid rural,2030,0.375780951
TS,resid rural,2030,0.34177311
