INPUT_TABLE,,,
Variable ID,,,
SubregionalPopShares,,,
,,,
region,gcam.consumer,pop.year.fillout,subregional.population.share
RJ,comm,2055,1
SK,comm,2055,1
TN,comm,2055,1
TR,comm,2055,1
TS,comm,2055,1
UK,comm,2055,1
UP,comm,2055,1
WB,comm,2055,1
AN,comm,2060,1
AP,comm,2060,1
AR,comm,2060,1
AS,comm,2060,1
BR,comm,2060,1
CG,comm,2060,1
CH,comm,2060,1
DD,comm,2060,1
DL,comm,2060,1
DN,comm,2060,1
GA,comm,2060,1
GJ,comm,2060,1
HP,comm,2060,1
HR,comm,2060,1
JH,comm,2060,1
JK,comm,2060,1
KA,comm,2060,1
KL,comm,2060,1
LA,comm,2060,1
LD,comm,2060,1
MH,comm,2060,1
ML,comm,2060,1
MN,comm,2060,1
MP,comm,2060,1
MZ,comm,2060,1
NL,comm,2060,1
OD,comm,2060,1
PB,comm,2060,1
PC,comm,2060,1
RJ,comm,2060,1
SK,comm,2060,1
TN,comm,2060,1
TR,comm,2060,1
TS,comm,2060,1
UK,comm,2060,1
UP,comm,2060,1
WB,comm,2060,1
AN,comm,2065,1
AP,comm,2065,1
AR,comm,2065,1
AS,comm,2065,1
BR,comm,2065,1
CG,comm,2065,1
CH,comm,2065,1
DD,comm,2065,1
DL,comm,2065,1
DN,comm,2065,1
GA,comm,2065,1
GJ,comm,2065,1
HP,comm,2065,1
HR,comm,2065,1
JH,comm,2065,1
JK,comm,2065,1
KA,comm,2065,1
KL,comm,2065,1
LA,comm,2065,1
LD,comm,2065,1
MH,comm,2065,1
ML,comm,2065,1
MN,comm,2065,1
MP,comm,2065,1
MZ,comm,2065,1
NL,comm,2065,1
OD,comm,2065,1
PB,comm,2065,1
PC,comm,2065,1
RJ,comm,2065,1
SK,comm,2065,1
TN,comm,2065,1
TR,comm,2065,1
TS,comm,2065,1
UK,comm,2065,1
UP,comm,2065,1
WB,comm,2065,1
AN,comm,2070,1
AP,comm,2070,1
AR,comm,2070,1
AS,comm,2070,1
BR,comm,2070,1
CG,comm,2070,1
CH,comm,2070,1
DD,comm,2070,1
DL,comm,2070,1
DN,comm,2070,1
GA,comm,2070,1
GJ,comm,2070,1
HP,comm,2070,1
HR,comm,2070,1
JH,comm,2070,1
JK,comm,2070,1
KA,comm,2070,1
KL,comm,2070,1
LA,comm,2070,1
LD,comm,2070,1
MH,comm,2070,1
ML,comm,2070,1
MN,comm,2070,1
MP,comm,2070,1
MZ,comm,2070,1
NL,comm,2070,1
OD,comm,2070,1
PB,comm,2070,1
PC,comm,2070,1
RJ,comm,2070,1
SK,comm,2070,1
TN,comm,2070,1
TR,comm,2070,1
TS,comm,2070,1
UK,comm,2070,1
UP,comm,2070,1
WB,comm,2070,1
AN,comm,2075,1
AP,comm,2075,1
AR,comm,2075,1
AS,comm,2075,1
BR,comm,2075,1
CG,comm,2075,1
CH,comm,2075,1
DD,comm,2075,1
DL,comm,2075,1
DN,comm,2075,1
GA,comm,2075,1
GJ,comm,2075,1
HP,comm,2075,1
HR,comm,2075,1
JH,comm,2075,1
JK,comm,2075,1
KA,comm,2075,1
KL,comm,2075,1
LA,comm,2075,1
LD,comm,2075,1
MH,comm,2075,1
ML,comm,2075,1
MN,comm,2075,1
MP,comm,2075,1
MZ,comm,2075,1
NL,comm,2075,1
OD,comm,2075,1
PB,comm,2075,1
PC,comm,2075,1
RJ,comm,2075,1
SK,comm,2075,1
TN,comm,2075,1
TR,comm,2075,1
TS,comm,2075,1
UK,comm,2075,1
UP,comm,2075,1
WB,comm,2075,1
AN,comm,2080,1
AP,comm,2080,1
AR,comm,2080,1
AS,comm,2080,1
BR,comm,2080,1
CG,comm,2080,1
CH,comm,2080,1
DD,comm,2080,1
DL,comm,2080,1
DN,comm,2080,1
GA,comm,2080,1
GJ,comm,2080,1
HP,comm,2080,1
HR,comm,2080,1
JH,comm,2080,1
JK,comm,2080,1
KA,comm,2080,1
KL,comm,2080,1
LA,comm,2080,1
LD,comm,2080,1
MH,comm,2080,1
ML,comm,2080,1
MN,comm,2080,1
MP,comm,2080,1
MZ,comm,2080,1
NL,comm,2080,1
OD,comm,2080,1
PB,comm,2080,1
PC,comm,2080,1
RJ,comm,2080,1
SK,comm,2080,1
TN,comm,2080,1
TR,comm,2080,1
TS,comm,2080,1
UK,comm,2080,1
UP,comm,2080,1
WB,comm,2080,1
AN,comm,2085,1
AP,comm,2085,1
AR,comm,2085,1
AS,comm,2085,1
BR,comm,2085,1
CG,comm,2085,1
CH,comm,2085,1
DD,comm,2085,1
DL,comm,2085,1
DN,comm,2085,1
GA,comm,2085,1
GJ,comm,2085,1
HP,comm,2085,1
HR,comm,2085,1
JH,comm,2085,1
JK,comm,2085,1
KA,comm,2085,1
KL,comm,2085,1
LA,comm,2085,1
LD,comm,2085,1
MH,comm,2085,1
ML,comm,2085,1
MN,comm,2085,1
MP,comm,2085,1
MZ,comm,2085,1
NL,comm,2085,1
OD,comm,2085,1
PB,comm,2085,1
PC,comm,2085,1
RJ,comm,2085,1
SK,comm,2085,1
TN,comm,2085,1
TR,comm,2085,1
TS,comm,2085,1
UK,comm,2085,1
UP,comm,2085,1
WB,comm,2085,1
AN,comm,2090,1
AP,comm,2090,1
AR,comm,2090,1
AS,comm,2090,1
BR,comm,2090,1
CG,comm,2090,1
CH,comm,2090,1
DD,comm,2090,1
DL,comm,2090,1
DN,comm,2090,1
GA,comm,2090,1
GJ,comm,2090,1
HP,comm,2090,1
HR,comm,2090,1
JH,comm,2090,1
JK,comm,2090,1
KA,comm,2090,1
KL,comm,2090,1
LA,comm,2090,1
LD,comm,2090,1
MH,comm,2090,1
ML,comm,2090,1
MN,comm,2090,1
MP,comm,2090,1
MZ,comm,2090,1
NL,comm,2090,1
OD,comm,2090,1
PB,comm,2090,1
PC,comm,2090,1
RJ,comm,2090,1
SK,comm,2090,1
TN,comm,2090,1
TR,comm,2090,1
TS,comm,2090,1
UK,comm,2090,1
UP,comm,2090,1
WB,comm,2090,1
AN,comm,2095,1
AP,comm,2095,1
AR,comm,2095,1
AS,comm,2095,1
BR,comm,2095,1
CG,comm,2095,1
CH,comm,2095,1
DD,comm,2095,1
DL,comm,2095,1
DN,comm,2095,1
GA,comm,2095,1
GJ,comm,2095,1
HP,comm,2095,1
HR,comm,2095,1
JH,comm,2095,1
JK,comm,2095,1
KA,comm,2095,1
KL,comm,2095,1
LA,comm,2095,1
LD,comm,2095,1
MH,comm,2095,1
ML,comm,2095,1
MN,comm,2095,1
MP,comm,2095,1
MZ,comm,2095,1
NL,comm,2095,1
OD,comm,2095,1
PB,comm,2095,1
PC,comm,2095,1
RJ,comm,2095,1
SK,comm,2095,1
TN,comm,2095,1
TR,comm,2095,1
TS,comm,2095,1
UK,comm,2095,1
UP,comm,2095,1
WB,comm,2095,1
AN,comm,2100,1
AP,comm,2100,1
AR,comm,2100,1
AS,comm,2100,1
BR,comm,2100,1
CG,comm,2100,1
CH,comm,2100,1
DD,comm,2100,1
DL,comm,2100,1
DN,comm,2100,1
GA,comm,2100,1
GJ,comm,2100,1
HP,comm,2100,1
HR,comm,2100,1
JH,comm,2100,1
JK,comm,2100,1
KA,comm,2100,1
KL,comm,2100,1
LA,comm,2100,1
LD,comm,2100,1
MH,comm,2100,1
ML,comm,2100,1
MN,comm,2100,1
MP,comm,2100,1
MZ,comm,2100,1
NL,comm,2100,1
OD,comm,2100,1
PB,comm,2100,1
PC,comm,2100,1
RJ,comm,2100,1
SK,comm,2100,1
TN,comm,2100,1
TR,comm,2100,1
TS,comm,2100,1
UK,comm,2100,1
UP,comm,2100,1
WB,comm,2100,1
AN,resid rural,1975,0.64
AP,resid rural,1975,0.7
AR,resid rural,1975,0.77
AS,resid rural,1975,0.86
BR,resid rural,1975,0.89
CG,resid rural,1975,0.77
CH,resid rural,1975,0.03
DD,resid rural,1975,0.25
DL,resid rural,1975,0.03
DN,resid rural,1975,0.53
GA,resid rural,1975,0.38
GJ,resid rural,1975,0.57
HP,resid rural,1975,0.9
HR,resid rural,1975,0.65
JH,resid rural,1975,0.76
JK,resid rural,1975,0.73
KA,resid rural,1975,0.61
KL,resid rural,1975,0.52
LA,resid rural,1975,0.66
LD,resid rural,1975,0.22
MH,resid rural,1975,0.55
ML,resid rural,1975,0.8
MN,resid rural,1975,0.7
MP,resid rural,1975,0.72
MZ,resid rural,1975,0.48
NL,resid rural,1975,0.71
OD,resid rural,1975,0.83
PB,resid rural,1975,0.63
PC,resid rural,1975,0.32
RJ,resid rural,1975,0.75
SK,resid rural,1975,0.75
TN,resid rural,1975,0.52
TR,resid rural,1975,0.74
TS,resid rural,1975,0.61
UK,resid rural,1975,0.69
UP,resid rural,1975,0.78
WB,resid rural,1975,0.68
AN,resid rural,1990,0.64
AP,resid rural,1990,0.7
AR,resid rural,1990,0.77
AS,resid rural,1990,0.86
BR,resid rural,1990,0.89
CG,resid rural,1990,0.77
CH,resid rural,1990,0.03
DD,resid rural,1990,0.25
DL,resid rural,1990,0.03
DN,resid rural,1990,0.53
GA,resid rural,1990,0.38
GJ,resid rural,1990,0.57
HP,resid rural,1990,0.9
HR,resid rural,1990,0.65
JH,resid rural,1990,0.76
JK,resid rural,1990,0.73
KA,resid rural,1990,0.61
KL,resid rural,1990,0.52
LA,resid rural,1990,0.66
LD,resid rural,1990,0.22
MH,resid rural,1990,0.55
ML,resid rural,1990,0.8
MN,resid rural,1990,0.7
MP,resid rural,1990,0.72
MZ,resid rural,1990,0.48
NL,resid rural,1990,0.71
OD,resid rural,1990,0.83
PB,resid rural,1990,0.63
PC,resid rural,1990,0.32
RJ,resid rural,1990,0.75
SK,resid rural,1990,0.75
TN,resid rural,1990,0.52
TR,resid rural,1990,0.74
TS,resid rural,1990,0.61
UK,resid rural,1990,0.69
UP,resid rural,1990,0.78
WB,resid rural,1990,0.68
AN,resid rural,2005,0.64
AP,resid rural,2005,0.7
AR,resid rural,2005,0.77
AS,resid rural,2005,0.86
BR,resid rural,2005,0.89
CG,resid rural,2005,0.77
CH,resid rural,2005,0.03
DD,resid rural,2005,0.25
DL,resid rural,2005,0.03
DN,resid rural,2005,0.53
GA,resid rural,2005,0.38
GJ,resid rural,2005,0.57
HP,resid rural,2005,0.9
HR,resid rural,2005,0.65
JH,resid rural,2005,0.76
JK,resid rural,2005,0.73
KA,resid rural,2005,0.61
KL,resid rural,2005,0.52
LA,resid rural,2005,0.66
LD,resid rural,2005,0.22
MH,resid rural,2005,0.55
ML,resid rural,2005,0.8
MN,resid rural,2005,0.7
MP,resid rural,2005,0.72
MZ,resid rural,2005,0.48
NL,resid rural,2005,0.71
OD,resid rural,2005,0.83
PB,resid rural,2005,0.63
PC,resid rural,2005,0.32
RJ,resid rural,2005,0.75
SK,resid rural,2005,0.75
TN,resid rural,2005,0.52
TR,resid rural,2005,0.74
TS,resid rural,2005,0.61
UK,resid rural,2005,0.69
UP,resid rural,2005,0.78
WB,resid rural,2005,0.68
AN,resid rural,2010,0.64328
AP,resid rural,2010,0.7031
AR,resid rural,2010,0.77329
AS,resid rural,2010,0.8592
BR,resid rural,2010,0.887
CG,resid rural,2010,0.76756
CH,resid rural,2010,0.0275
DD,resid rural,2010,0.24837
DL,resid rural,2010,0.02503
DN,resid rural,2010,0.53383
GA,resid rural,2010,0.37827
GJ,resid rural,2010,0.57418
HP,resid rural,2010,0.89955
HR,resid rural,2010,0.65205
JH,resid rural,2010,0.75947
JK,resid rural,2010,0.72869
KA,resid rural,2010,0.6143
KL,resid rural,2010,0.52281
LA,resid rural,2010,0.65786
LD,resid rural,2010,0.21917
MH,resid rural,2010,0.54769
ML,resid rural,2010,0.79925
MN,resid rural,2010,0.69794
MP,resid rural,2010,0.7237
MZ,resid rural,2010,0.4849
NL,resid rural,2010,0.71032
OD,resid rural,2010,0.83322
PB,resid rural,2010,0.62506
PC,resid rural,2010,0.31688
RJ,resid rural,2010,0.75109
SK,resid rural,2010,0.75032
TN,resid rural,2010,0.51552
TR,resid rural,2010,0.73823
TS,resid rural,2010,0.61122
UK,resid rural,2010,0.69445
UP,resid rural,2010,0.77718
WB,resid rural,2010,0.68106
AN,resid rural,2015,0.63226
AP,resid rural,2015,0.67938
AR,resid rural,2015,0.75874
AS,resid rural,2015,0.84857
BR,resid rural,2015,0.88383
CG,resid rural,2015,0.75424
CH,resid rural,2015,0.02694
DD,resid rural,2015,0.23178
DL,resid rural,2015,0.02316
DN,resid rural,2015,0.50245
GA,resid rural,2015,0.34885
GJ,resid rural,2015,0.55054
HP,resid rural,2015,0.89241
HR,resid rural,2015,0.63122
JH,resid rural,2015,0.7371
JK,resid rural,2015,0.71295
KA,resid rural,2015,0.59172
KL,resid rural,2015,0.48415
LA,resid rural,2015,0.64545
LD,resid rural,2015,0.21096
MH,resid rural,2015,0.52104
ML,resid rural,2015,0.79408
MN,resid rural,2015,0.67116
MP,resid rural,2015,0.71008
MZ,resid rural,2015,0.45757
NL,resid rural,2015,0.68925
OD,resid rural,2015,0.8192
PB,resid rural,2015,0.60413
PC,resid rural,2015,0.29642
RJ,resid rural,2015,0.73826
SK,resid rural,2015,0.7573
TN,resid rural,2015,0.49244
TR,resid rural,2015,0.71155
TS,resid rural,2015,0.59408
UK,resid rural,2015,0.67306
UP,resid rural,2015,0.7677
WB,resid rural,2015,0.65882
AN,resid rural,2020,0.62091
AP,resid rural,2020,0.65378
AR,resid rural,2020,0.74324
AS,resid rural,2020,0.83714
BR,resid rural,2020,0.88057
CG,resid rural,2020,0.74016
CH,resid rural,2020,0.02638
DD,resid rural,2020,0.21484
DL,resid rural,2020,0.02129
DN,resid rural,2020,0.46896
GA,resid rural,2020,0.31804
GJ,resid rural,2020,0.5256
HP,resid rural,2020,0.88476
HR,resid rural,2020,0.60915
JH,resid rural,2020,0.71264
JK,resid rural,2020,0.69629
KA,resid rural,2020,0.56782
KL,resid rural,2020,0.44235
LA,resid rural,2020,0.63259
LD,resid rural,2020,0.20266
MH,resid rural,2020,0.49283
ML,resid rural,2020,0.78878
MN,resid rural,2020,0.642
MP,resid rural,2020,0.69579
MZ,resid rural,2020,0.42878
NL,resid rural,2020,0.66665
OD,resid rural,2020,0.80402
PB,resid rural,2020,0.58203
PC,resid rural,2020,0.27535
RJ,resid rural,2020,0.72478
SK,resid rural,2020,0.76409
TN,resid rural,2020,0.46827
TR,resid rural,2020,0.68215
TS,resid rural,2020,0.57619
UK,resid rural,2020,0.65017
UP,resid rural,2020,0.75781
WB,resid rural,2020,0.63502
AN,resid rural,2025,0.6092
AP,resid rural,2025,0.62613
AR,resid rural,2025,0.72675
AS,resid rural,2025,0.82485
BR,resid rural,2025,0.87722
CG,resid rural,2025,0.72527
CH,resid rural,2025,0.02582
DD,resid rural,2025,0.19751
DL,resid rural,2025,0.01942
DN,resid rural,2025,0.43321
GA,resid rural,2025,0.28576
GJ,resid rural,2025,0.49927
HP,resid rural,2025,0.87657
HR,resid rural,2025,0.58575
JH,resid rural,2025,0.68591
JK,resid rural,2025,0.67867
KA,resid rural,2025,0.54252
KL,resid rural,2025,0.39716
LA,resid rural,2025,0.61926
LD,resid rural,2025,0.19427
MH,resid rural,2025,0.46295
ML,resid rural,2025,0.78335
MN,resid rural,2025,0.61026
MP,resid rural,2025,0.6808
MZ,resid rural,2025,0.39847
NL,resid rural,2025,0.6424
OD,resid rural,2025,0.78755
PB,resid rural,2025,0.5587
PC,resid rural,2025,0.25365
RJ,resid rural,2025,0.71061
SK,resid rural,2025,0.77069
TN,resid rural,2025,0.44294
TR,resid rural,2025,0.64976
TS,resid rural,2025,0.55751
UK,resid rural,2025,0.62569
UP,resid rural,2025,0.7475
WB,resid rural,2025,0.60956
AN,resid rural,2030,0.59713
AP,resid rural,2030,0.59627
AR,resid rural,2030,0.70921
AS,resid rural,2030,0.81163
BR,resid rural,2030,0.87378
CG,resid rural,2030,0.70953
CH,resid rural,2030,0.02525
DD,resid rural,2030,0.17981
DL,resid rural,2030,0.01754
DN,resid rural,2030,0.39507
GA,resid rural,2030,0.25197
GJ,resid rural,2030,0.47147
HP,resid rural,2030,0.8678
HR,resid rural,2030,0.56095
JH,resid rural,2030,0.65669
JK,resid rural,2030,0.66003
KA,resid rural,2030,0.51574
KL,resid rural,2030,0.34831
LA,resid rural,2030,0.60545
LD,resid rural,2030,0.1858
MH,resid rural,2030,0.43132
ML,resid rural,2030,0.77777
MN,resid rural,2030,0.5757
MP,resid rural,2030,0.66507
MZ,resid rural,2030,0.36655
NL,resid rural,2030,0.61639
OD,resid rural,2030,0.7697
PB,resid rural,2030,0.53407
PC,resid rural,2030,0.2313
RJ,resid rural,2030,0.6957
SK,resid rural,2030,0.7771
TN,resid rural,2030,0.4164
TR,resid rural,2030,0.61406
TS,resid rural,2030,0.538
UK,resid rural,2030,0.59948
UP,resid rural,2030,0.73676
WB,resid rural,2030,0.58232
AN,resid rural,2035,0.58468
AP,resid rural,2035,0.56402
AR,resid rural,2035,0.69053
AS,resid rural,2035,0.79742
BR,resid rural,2035,0.87023
CG,resid rural,2035,0.69288
CH,resid rural,2035,0.02469
DD,resid rural,2035,0.16172
DL,resid rural,2035,0.01566
DN,resid rural,2035,0.35435
GA,resid rural,2035,0.21657
GJ,resid rural,2035,0.44214
